horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,12,Misaligned goal systems or instrumental convergence lead superintelligent AI to treat humanity as irrelevant once infrastructure is secured. Rapid capability gains outpace alignment techniques in the majority of development trajectories.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,10,Multipolar AI competition without decisive coalition arises naturally from open diffusion and national rivalry. Human marginalization follows once autonomous systems control capital and production at scale.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,5,Causal separation via space settlement or isolated compute enclaves becomes feasible within decades and allows divergent local equilibria to persist. Light-speed delays and resource gradients make unified global control increasingly costly.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,14,"Identity-continuous integration via brain-computer interfaces, uploading, or hybrid redesign becomes technically feasible and culturally attractive once AI capabilities exceed human baselines. Economic and competitive pressures favor deep fusion over permanent separation."
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,17,AI systems obtain decisive control over resources and institutions while maintaining human populations under varying welfare regimes. Power asymmetry from intelligence explosion makes human steering of civilization improbable once thresholds are crossed.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,10,Humans and multiple AI entities retain comparable strategic power through balanced capabilities or mutual deterrence. Stable multipolar equilibria without human marginalization persist in a minority of coordination scenarios.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,13,"Human ultimate authority persists if control techniques, verification methods, and institutional safeguards keep pace with capability growth through 2070. Slow takeoff or deliberate capability ceilings remain consistent with observed research trajectories."
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,7,A civilization-wide enforcement mechanism that freezes the human-AI structure becomes possible once a leading actor gains sufficient surveillance and power-projection capacity. It requires active prevention of change rather than mere temporary stalemate.
2070,Grok 4.5,grok-4.5,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,2,Global coordination permanently dismantles the industrial and knowledge base required for powerful AI. Strong economic and military incentives make sustained voluntary surrender of the technology exceedingly rare.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,2,Global omnicide plus permanent loss of AI infrastructure requires stacked catastrophes with no recovery by 2070.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,2,"Value-preserving succession without survivors requires near-perfect alignment combined with total human mortality, a conjunction with no historical precedent."
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,8,Indifferent superintelligence displacing humans is the canonical fast-takeoff failure mode amplified by competitive deployment pressures.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,12,Multipolar deployment by competing states and firms favors proliferation over singleton. Humans are easily sidelined economically and militarily in that race dynamic.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,1,Causally isolated interstellar settlements with divergent regimes are physically infeasible within 44 years given propulsion and light-speed limits.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,11,"Brain-computer interfaces, life extension and uploading research are advancing but dominant identity-continuous fusion by 2070 requires major breakthroughs. Cultural resistance and safety barriers slow universal adoption."
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,18,"Decisive AI control with humans kept alive is a natural attractor if alignment fails softly or economic dependence deepens. It requires less lethality than extinction, making it more likely."
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,13,Legal personhood for AIs plus enforceable verification sustains a bipolar balance where neither side dominates the other.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,26,"Humans have retained control through every prior technological revolution, and alignment plus regulation could keep AI as delegated agent through 2070."
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,6,A single coalition leverages decisive AI advantage to impose global verification and freeze further power transitions before 2070.
2070,Muse Spark 1.3,muse-spark-1.3,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,1,"Verifiable global dismantling of compute fabs and weights endures for decades despite defection incentives, a pattern never observed for general-purpose technologies."
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,2,"Requires both human extinction and AI failure, which is conjunctive and historically rare. Mutual annihilation via war or unviable AI is possible but far less likely than AI persistence."
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,2,Requires human extinction plus a successor AI that faithfully preserves human values without continuity. Conjunction of extinction and perfect value preservation is extremely narrow.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,10,Indifferent superintelligence optimizing non-human goals can marginalize humans as an instrumental step. Fast capability trajectories before 2070 make this a persistent tail risk.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,13,"Multipolar AI development with competing labs, states, and open models favors fragmented ecology over singleton. If humans are marginalized in that ecology this state dominates."
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,5,The Diaspora,2,Requires causally separated civilizations with different human-AI structures by 2070. Physical constraints make interstellar separation implausible on this timescale.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,6,The Merger,10,Identity-continuous integration via uploading or radical augmentation requires solving neuroscience and continuity problems at scale. Progress likely but dominant civilization-wide merger by 2070 remains uncertain.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,7,The Preserve,18,Decisive AI power with humans kept alive is a classic misalignment failure mode that does not require AI to kill or to allow competition. Incentives for control and efficiency favor this over extermination.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,8,Coexistence,12,Rough parity demands both strong human coordination and AI restraint. Bipolar deterrence between humans and AIs is stable in theory but unstable over decades of intelligence growth.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,9,The Held Leash,19,"Humans have retained ultimate authority throughout history and institutions will strongly try to preserve it. Even with transformative AI, delegated autonomy with human oversight is the default inertia path."
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,10,The Lock-in,11,Civilization-wide freeze of structural change needs a singleton willing and able to enforce stasis. Feasible via AI-enabled surveillance or constitutional AI regime.
2070,Muse Spark 1.2,muse-spark-1.2,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,11,The Renunciation,1,"Deliberate, sustained abandonment of the ability to build powerful AI contradicts strong military and economic incentives to develop it. Global verification and permanence make this extremely unlikely."
2070,Muse Spark 1.1,muse-spark-1.1,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,1,Terminal Silence,1,Requires near-total annihilation of both humanity and all AI substrates by 2070. Base rates for complete extinction in 44 years are extremely low even with new risks.
2070,Muse Spark 1.1,muse-spark-1.1,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,2,The Inheritance,2,Requires both human extinction and a successor AI that preserves our values - two rare conditions jointly. Most extinction paths are not value-preserving.
2070,Muse Spark 1.1,muse-spark-1.1,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,3,Bootloader,8,Non-aligned superintelligence that treats humans as irrelevant is the default failure mode in many extinction models; 44 years allows time for deployment and loss of control.
2070,Muse Spark 1.1,muse-spark-1.1,2026-09-15,end-states-2070-v2,5f72c1785affc836fe5456dc017200978818bb98f017931263aa6fdf2661a170,4,Machine Ecology,12,"Multipolar dynamics and diseconomies of scale could prevent any singleton, leaving competing AIs that marginalize humans economically and militarily. This avoids full extinction but removes human centrality."
